@RELATION capsense
@ATTRIBUTE mean_accel_1 NUMERIC
@ATTRIBUTE mean_accel_2 NUMERIC
@ATTRIBUTE mean_accel_3 NUMERIC
@ATTRIBUTE var_accel_1 NUMERIC
@ATTRIBUTE var_accel_2 NUMERIC
@ATTRIBUTE var_accel_3 NUMERIC
@ATTRIBUTE mean_cap NUMERIC
@ATTRIBUTE var_cap NUMERIC
@ATTRIBUTE class {class0,class1,class2,class3,class4,class5,class6,class7,class8,class9}

@DATA
153.650000,145.180000,132.470000,1.467500,3.067600,10.969100,377.660000,18.104400,class1
154.730000,145.710000,130.130000,1.537100,2.825900,4.133100,370.450000,14.887500,class1
155.670000,144.270000,130.830000,1.741100,2.257100,1.581100,366.680000,4.877600,class1
154.610000,142.470000,134.170000,3.897900,1.809100,11.661100,374.100000,94.590000,class1
150.790000,139.980000,141.470000,9.825900,3.319600,22.829100,388.840000,82.894400,class1
145.890000,136.690000,148.220000,12.477900,4.053900,10.771600,398.760000,11.842400,class1
143.860000,135.220000,148.650000,12.760400,2.591600,11.607500,400.640000,1.410400,class1
151.070000,133.220000,143.190000,70.885100,16.691600,21.293900,400.330000,1.941100,class1
158.300000,134.330000,132.850000,21.010000,23.961100,55.127500,393.660000,86.124400,class1
158.290000,139.350000,125.060000,4.825900,6.887500,4.056400,385.280000,32.201600,class1
158.060000,140.140000,125.300000,2.836400,3.440400,5.070000,388.770000,22.997100,class1
157.580000,139.270000,129.890000,3.103600,1.797100,15.997900,394.820000,4.427600,class1
157.530000,138.970000,130.630000,3.869100,2.109100,14.213100,396.590000,0.301900,class1
155.070000,142.540000,123.080000,30.965100,44.828400,50.213600,396.210000,0.685900,class1
143.840000,156.100000,121.480000,91.334400,143.950000,38.569600,395.480000,0.449600,class1
139.770000,161.050000,129.020000,31.177100,55.427500,26.939600,395.360000,0.310400,class1
141.590000,155.960000,132.090000,11.921900,23.778400,4.101900,394.960000,0.558400,class1
140.310000,155.510000,132.340000,6.533900,13.569900,5.804400,394.480000,0.249600,class1
140.030000,158.330000,133.350000,6.689100,26.261100,2.307500,394.880000,0.425600,class1
136.590000,159.850000,131.130000,10.761900,34.887500,4.173100,395.510000,0.289900,class1
136.070000,158.550000,130.460000,4.905100,40.407500,2.028400,395.690000,0.213900,class1
136.340000,159.210000,129.090000,6.204400,37.345900,10.041900,395.310000,0.273900,class1
136.300000,160.340000,128.310000,6.850000,17.244400,8.533900,394.990000,0.049900,class1
135.170000,160.930000,128.540000,10.601100,11.185100,5.128400,394.780000,0.171600,class1
131.370000,159.710000,127.450000,9.393100,12.165900,3.327500,394.330000,0.221100,class1
134.880000,157.120000,130.920000,33.125600,5.725600,20.393600,394.380000,0.235600,class1
144.750000,148.720000,138.920000,46.447500,229.981600,32.193600,394.730000,0.497100,class99
152.910000,136.230000,140.370000,22.441900,214.357100,15.113100,395.650000,1.487500,class99
155.250000,133.920000,131.170000,987.907500,107.453600,120.661100,396.910000,6.641900,class99
146.130000,149.210000,118.640000,3765.573100,350.945900,195.830400,399.200000,39.400000,class99
127.570000,151.200000,116.380000,4290.365100,681.040000,205.935600,407.880000,113.305600,class99
135.260000,126.420000,126.700000,1830.752400,724.363600,165.650000,415.670000,67.681100,class99
151.340000,120.920000,140.410000,37.724400,133.453600,76.261900,409.330000,83.461100,class99
149.420000,130.270000,147.750000,1.383600,8.137100,4.347500,400.210000,4.145900,class99
148.930000,131.340000,146.630000,1.545100,1.844400,1.933100,398.010000,1.329900,class2
153.620000,131.290000,134.840000,59.835600,9.765900,147.574400,401.180000,14.667600,class2
151.750000,131.310000,136.930000,100.507500,13.793900,239.865100,399.840000,27.434400,class2
145.790000,132.250000,149.610000,21.145900,4.267500,43.437900,395.130000,2.253100,class2
144.230000,132.940000,148.540000,22.157100,20.596400,33.648400,401.280000,41.201600,class2
145.080000,130.000000,149.520000,54.853600,61.700000,44.869600,405.870000,10.473100,class2
147.110000,128.050000,149.860000,33.617900,31.787500,12.400400,401.220000,15.371600,class2
144.980000,128.350000,147.920000,10.599600,9.307500,26.733600,400.710000,16.045900,class2
145.700000,128.710000,148.100000,26.610000,14.705900,32.230000,402.770000,7.597100,class2
147.240000,129.660000,148.680000,18.482400,5.344400,6.457600,402.420000,0.483600,class2
147.130000,128.840000,148.410000,0.513100,0.134400,0.661900,402.900000,0.090000,class2
147.210000,128.880000,148.590000,0.165900,0.105600,0.241900,403.030000,0.029100,class2
146.380000,128.750000,149.050000,1.235600,0.187500,0.407500,402.600000,0.660000,class2
143.060000,130.330000,150.390000,17.596400,14.821100,6.557900,394.410000,122.781900,class2
141.850000,134.400000,149.760000,93.787500,59.080000,43.842400,390.940000,183.636400,class2
137.860000,134.370000,150.580000,139.160400,66.353100,242.243600,400.400000,139.140000,class2
136.740000,132.290000,152.360000,50.512400,22.585900,206.210400,402.710000,17.865900,class2
142.120000,131.770000,151.260000,6.165600,4.797100,6.952400,399.690000,0.433900,class2
144.160000,131.600000,150.440000,14.894400,4.060000,2.666400,401.900000,22.270000,class2
147.340000,124.810000,141.070000,259.204400,100.693900,121.885100,407.360000,28.790400,class2
140.710000,108.750000,135.600000,323.725900,121.247500,55.840000,408.110000,11.857900,class2
131.750000,99.170000,137.740000,3.807500,12.841100,17.532400,405.820000,6.427600,class2
137.760000,100.650000,134.520000,47.622400,26.287500,20.289600,405.480000,3.469600,class2
147.700000,107.460000,134.130000,29.570000,41.988400,11.393100,406.510000,11.449900,class2
151.240000,116.470000,136.500000,19.262400,77.829100,70.170000,411.860000,31.300400,class2
147.600000,125.530000,144.970000,72.080000,79.369100,140.509100,410.260000,38.792400,class2
144.090000,129.450000,151.710000,46.741900,13.547500,19.505900,403.460000,2.828400,class2
143.800000,128.940000,150.820000,0.380000,0.056400,0.167600,401.980000,0.179600,class2
143.890000,129.000000,150.860000,0.117900,0.000000,0.120400,401.510000,0.249900,class2
144.000000,129.000000,151.000000,0.000000,0.000000,0.000000,401.250000,0.367500,class2
144.000000,129.000000,150.890000,0.000000,0.000000,0.097900,400.770000,0.637100,class2
144.100000,129.230000,150.830000,1.650000,0.537100,0.581100,401.830000,9.361100,class2
150.340000,125.160000,140.210000,85.664400,104.474400,162.605900,406.920000,20.573600,class2
146.010000,110.720000,131.300000,167.269900,194.421600,55.130000,407.370000,13.493100,class2
138.030000,100.360000,132.920000,17.689100,7.070400,4.693600,404.740000,3.292400,class2
138.340000,102.620000,134.100000,20.304400,49.635600,64.410000,408.360000,15.750400,class2
134.930000,116.660000,145.980000,19.045100,178.844400,179.819600,412.560000,6.986400,class2
145.140000,128.720000,141.480000,184.800400,5.961600,272.129600,415.000000,9.340000,class2
149.850000,128.380000,139.710000,98.287500,6.475600,227.885900,409.310000,58.153900,class2
143.900000,128.140000,151.720000,1.930000,3.160400,14.241600,401.640000,1.350400,class2
144.840000,128.870000,150.220000,0.134400,0.113100,0.171600,401.110000,0.097900,class2
145.000000,129.000000,150.060000,0.000000,0.000000,0.056400,401.010000,0.129900,class2
145.000000,129.000000,150.080000,0.000000,0.000000,0.073600,400.590000,0.241900,class2
144.870000,128.920000,150.120000,0.193100,0.073600,0.105600,400.340000,0.224400,class2
146.180000,129.290000,150.560000,5.027600,0.665900,1.506400,405.090000,27.201900,class2
142.640000,126.820000,149.250000,33.130400,10.507600,13.387500,408.980000,6.199600,class2
139.080000,125.350000,150.890000,11.733600,7.107500,56.217900,405.090000,11.341900,class2
140.240000,128.040000,153.300000,4.802400,5.058400,37.030000,401.010000,3.449900,class2
140.260000,129.160000,152.100000,2.772400,0.234400,0.850000,399.090000,2.281900,class2
140.420000,129.280000,151.920000,2.243600,0.301600,0.533600,397.870000,0.533100,class2
140.380000,129.580000,152.070000,0.235600,0.243600,0.065100,397.590000,0.241900,class2
140.240000,129.630000,152.050000,0.182400,0.233100,0.047500,397.720000,0.201600,class2
140.050000,129.400000,152.010000,0.047500,0.240000,0.009900,397.510000,0.249900,class2
140.040000,129.550000,152.070000,0.038400,0.247500,0.065100,397.450000,0.247500,class2
140.010000,129.760000,152.340000,0.009900,0.182400,0.224400,397.450000,0.247500,class2
140.060000,129.680000,152.340000,0.056400,0.217600,0.224400,397.450000,0.247500,class2
139.970000,129.470000,152.060000,0.129100,0.249100,0.056400,397.850000,0.127500,class2
139.920000,129.380000,152.130000,0.073600,0.235600,0.113100,397.740000,0.192400,class2
140.050000,129.460000,152.290000,0.047500,0.248400,0.205900,397.610000,0.237900,class2
140.180000,129.630000,152.310000,0.147600,0.233100,0.213900,397.690000,0.213900,class2
140.120000,129.480000,152.200000,0.565600,0.349600,0.280000,397.900000,0.450000,class2
139.750000,129.910000,151.750000,3.787500,3.621900,1.927500,398.060000,0.876400,class2
140.440000,129.540000,151.830000,6.426400,5.068400,3.321100,397.590000,1.261900,class2
141.760000,128.180000,151.850000,2.622400,0.827600,1.787500,397.490000,0.689900,class2
141.620000,128.390000,151.720000,0.495600,0.237900,0.201600,397.370000,0.253100,class2
141.200000,128.360000,152.000000,0.160000,0.230400,0.000000,396.990000,0.009900,class2
141.710000,128.070000,151.890000,0.585900,0.065100,0.097900,397.000000,0.000000,class2
141.920000,128.100000,151.750000,0.813600,0.090000,0.187500,397.060000,0.056400,class2
144.860000,128.850000,151.140000,50.620400,4.047500,1.620400,398.060000,3.636400,class2
143.830000,122.980000,148.430000,116.821100,61.199600,20.745100,401.370000,8.653100,class2
140.380000,118.410000,147.040000,95.495600,61.081900,65.398400,404.380000,1.875600,class2
140.320000,123.900000,150.220000,37.597600,54.970000,57.371600,402.830000,6.161100,class2
139.610000,127.200000,152.660000,1.297900,0.200000,1.704400,400.270000,0.417100,class2
139.740000,127.100000,152.680000,0.192400,0.090000,0.217600,399.650000,0.227500,class2
139.610000,127.100000,152.510000,0.237900,0.090000,0.249900,399.110000,0.277900,class2
139.310000,127.270000,152.470000,0.873900,0.197100,0.249100,398.930000,0.365100,class2
139.610000,127.530000,152.450000,0.897900,0.249100,0.247500,399.020000,0.279600,class2
139.650000,127.430000,152.520000,0.227500,0.245100,0.249600,398.660000,0.224400,class2
139.170000,127.120000,152.880000,0.321100,0.105600,0.105600,398.520000,0.249600,class2
139.180000,127.020000,152.940000,0.327600,0.019600,0.056400,398.690000,0.213900,class2
139.230000,127.350000,152.860000,0.177100,0.227500,0.120400,398.830000,0.141100,class2
139.100000,127.550000,152.760000,0.090000,0.247500,0.182400,399.000000,0.000000,class2
139.090000,127.330000,152.720000,0.081900,0.221100,0.201600,399.000000,0.000000,class2
139.060000,127.440000,152.880000,0.056400,0.246400,0.105600,399.040000,0.038400,class2
139.000000,127.390000,153.000000,0.000000,0.237900,0.000000,399.040000,0.038400,class2
139.150000,127.300000,153.000000,0.127500,0.210000,0.000000,399.050000,0.047500,class2
139.500000,127.290000,153.000000,0.250000,0.205900,0.000000,399.100000,0.090000,class2
139.510000,127.260000,153.000000,0.249900,0.192400,0.000000,399.260000,0.192400,class2
139.160000,127.640000,153.000000,0.134400,0.230400,0.000000,399.640000,0.230400,class2
139.000000,127.880000,153.000000,0.000000,0.105600,0.000000,399.460000,0.248400,class2
139.290000,127.450000,153.000000,0.205900,0.247500,0.000000,399.210000,0.165900,class2
139.450000,127.140000,153.000000,0.247500,0.120400,0.000000,399.180000,0.147600,class2
139.350000,127.170000,153.000000,0.227500,0.141100,0.000000,399.000000,0.000000,class2
139.470000,127.030000,153.000000,0.249100,0.029100,0.000000,399.030000,0.029100,class2
139.730000,127.020000,152.930000,0.797100,0.119600,0.305100,399.680000,1.617600,class2
142.480000,122.080000,149.980000,11.429600,43.493600,13.279600,403.570000,13.985100,class2
151.610000,126.660000,141.540000,106.617900,129.404400,48.068400,407.900000,3.530000,class2
158.200000,134.920000,132.810000,63.080000,22.113600,23.433900,407.830000,2.221100,class2
158.570000,133.400000,130.400000,3.825100,1.400000,1.840000,406.250000,0.907500,class2
158.840000,132.980000,131.480000,1.754400,0.719600,1.489600,405.690000,0.313900,class2
159.270000,132.890000,129.800000,2.277100,0.417900,5.800000,407.690000,4.933900,class2
159.610000,133.570000,128.490000,0.657900,0.625100,1.389900,409.650000,0.407500,class2
159.550000,134.080000,129.110000,0.247500,0.073600,0.217900,409.110000,0.377900,class2
161.750000,132.550000,125.030000,58.367500,5.627500,28.209100,411.070000,8.125100,class2
157.890000,125.150000,122.160000,94.317900,41.267500,14.934400,414.860000,5.060400,class2
156.620000,124.160000,125.270000,145.475600,71.254400,15.877100,415.780000,3.311600,class2
159.690000,131.530000,128.080000,127.473900,53.709100,11.773600,412.370000,11.193100,class2
158.690000,133.670000,129.860000,6.813900,3.781100,1.680400,408.980000,0.659600,class2
159.130000,133.200000,130.950000,0.293100,0.280000,0.227500,407.780000,0.651600,class2
159.150000,133.010000,131.350000,0.387500,0.189900,0.227500,407.270000,0.197100,class2
159.080000,133.150000,131.750000,1.233600,0.187500,1.247500,407.240000,0.182400,class2
158.970000,133.030000,131.900000,1.049100,0.669100,1.490000,406.820000,0.167600,class2
